seismoacoustic,genergy,gplus,gdenergy,gdpuls,bumps,bumps2,hazard,shift,predictions,distances
1,3560,83,-79,-67,0,0,0,1,1,0.4202431032241485
1,13330,671,-64,-39,0,0,0,1,1,2.28403060164878
1,67480,141,-10,-44,3,2,0,0,1,1.20022722507467
0,87740,357,-30,-24,0,0,0,0,1,3.0438310300187936
0,32220,513,-8,-6,2,1,0,1,1,5.8471692224877465
0,1650,46,-37,15,0,0,0,0,1,1.2401347458173895
0,6650,27,-21,-32,0,0,0,0,1,2.0573890915755584
1,8720,175,-48,-31,0,0,0,1,1,2.5143500157175147
0,45670,382,26,5,5,1,0,1,1,0.45257571853892387
0,43600,194,-48,-48,0,0,0,0,1,2.259920198276369
0,8170,274,-32,11,0,0,0,0,1,2.239907211068399
1,51560,1088,52,8,0,0,0,1,1,4.067989332425466
0,1582550,2545,23,1,0,0,0,1,-1,-5.348153990240046
1,20260,722,-19,-42,0,0,0,1,1,3.261651508299643
1,67200,945,102,76,2,0,0,1,1,5.168368799767837
0,29310,445,214,38,0,0,0,0,-1,-0.30601839727768976
0,28500,337,-26,-22,1,1,0,1,1,4.313358668630446
0,2196220,3848,62,51,3,1,0,1,-1,-13.97818404681086
1,34110,408,112,70,3,2,0,1,1,2.3589904321873973
0,53900,320,-36,-20,2,0,0,1,1,3.406303382208943
0,41410,630,38,29,0,0,0,1,1,3.2879343905922447
1,11730,336,34,13,0,0,0,0,1,4.272247041838021
0,9220,277,-2,-11,0,0,0,0,1,2.969033217695344
1,19420,60,98,20,0,0,0,0,1,2.176438428320182
0,7290,185,-20,0,0,0,0,0,1,2.453197246937833
1,33800,316,-5,2,2,1,0,1,1,6.237335075204101
0,43660,281,-44,-29,1,1,0,1,1,3.855124248056793
1,20720,284,13,-11,0,0,0,1,1,4.071830205407341
0,1449990,1581,51,12,0,0,0,1,-1,-4.9059185853180125
1,11040,316,191,181,0,0,0,0,1,0.9312682548732809
0,1870,11,-24,-72,0,0,0,0,1,1.2118234552688598
1,13550,358,-7,-2,0,0,1,1,1,4.403181954498905
0,9000,241,31,40,0,0,0,0,1,2.2899265895391565
0,73930,94,-55,-76,1,0,0,1,1,1.8685744220030642
0,24360,351,-25,-16,2,2,0,1,1,2.7371268553959247
1,7440,130,-26,-43,0,0,0,0,1,2.6659437849734324
0,36930,534,14,-13,0,0,0,1,1,3.197973680663214
2,53180,1048,34,70,0,0,2,1,-1,-0.45972190569385774
1,11160,543,-41,7,0,0,0,1,1,3.581451851690634
0,20660,335,-42,-39,1,1,0,1,1,3.7743092273136583
1,47370,1333,62,71,0,0,1,1,1,3.592601403313516
0,579440,2343,38,41,1,0,0,1,1,0.36887945250852994
1,3430,18,-88,-74,0,0,0,0,-1,-0.00022378536026224083
0,61710,376,-29,-6,4,1,0,1,1,2.9245813494109463
1,27670,305,283,53,0,0,0,1,-1,-2.777886605576878
1,25130,455,-13,-42,1,0,0,1,1,4.892927230633404
0,11210,296,-66,-29,0,0,0,1,1,1.5845798494931458
0,37270,293,-31,-23,3,1,0,1,1,4.180775380801368
0,1400,58,-62,-47,0,0,0,0,1,1.4942853415925654
0,3100,184,-72,-47,0,0,0,0,1,1.5736340797523312
0,920,9,-65,-78,0,0,0,0,1,0.639529682653567
0,8210,351,-52,-37,0,0,0,1,1,1.964558718466069
0,5480,223,-21,27,0,0,0,0,1,1.8765484390927725
0,15650,664,45,42,1,1,0,1,1,4.6759429294124395
0,25680,515,-14,2,0,0,0,1,1,2.86926219394773
2,18900,208,-81,-67,1,0,0,0,-1,-4.043116551018867
1,59840,696,124,7,2,1,0,1,1,5.316684097999165
0,8180,273,-28,12,0,0,0,0,1,2.2993574318362846
0,127010,1388,-30,-22,3,0,0,1,1,0.4237941266246352
1,4500,207,-58,-14,0,0,0,0,1,2.5507423837170506
1,4040,92,-57,-72,0,0,0,0,1,1.1491125987989967
1,12800,213,-22,-20,0,0,0,1,1,3.3419905037356905
1,7560,133,-34,-47,1,0,0,0,1,3.443228341480065
1,10220,434,-45,-14,0,0,0,1,1,3.406949536843296
1,30610,1260,37,112,1,1,0,1,1,2.9113201521561436
0,12950,428,-38,-31,0,0,0,1,1,2.369493655446405
0,560,7,-84,-82,0,0,0,0,1,0.08340281362889357
1,13200,199,-18,-15,0,0,0,1,1,3.393804451928215
1,39970,831,196,147,0,0,1,1,1,3.4491368203481336
1,24750,62,-1,28,1,0,0,0,1,3.646386682677278
0,12070,296,0,20,1,1,0,0,1,3.803946263410378
0,1270,9,-75,-78,0,0,0,0,1,0.43669955380790526
1,38360,759,29,83,1,0,0,1,1,5.234034831916361
1,29650,93,-51,-20,0,0,0,0,1,2.4279266902542176
0,17220,529,-50,-41,0,0,0,1,1,1.965945827834858
1,20080,370,-24,-20,0,0,1,1,1,3.920566213327561
0,7060,241,-44,-4,0,0,0,0,1,2.2116676351515707
1,12430,187,-32,-41,0,0,0,1,1,2.7122636360997596
0,16960,130,-56,-34,1,0,0,0,1,2.9488104821919556
0,14010,340,-53,-32,1,1,0,1,1,3.5602665954545927
0,11620,23,-76,-71,0,0,0,0,1,0.6873280994616664
1,41230,487,152,70,1,1,0,1,1,4.3168046384326075
0,590,11,-74,-72,0,0,0,0,1,0.6311718154182735
1,11230,27,2,-32,0,0,0,0,1,2.5370178120574174
0,8690,262,-6,18,0,0,0,0,1,2.5121606382945494
0,5710,195,-77,-61,0,0,0,1,1,0.7598940366378955
1,16110,402,23,23,0,0,1,1,1,5.012901605248789
1,3110,164,-73,-54,0,0,0,0,1,1.541623264720073
0,79790,1419,39,80,3,2,0,1,1,2.067801163609005
0,23220,112,-53,-45,0,0,0,0,1,1.947462782245161
0,1034700,1837,33,-6,1,0,0,1,1,1.2703639900478585
1,20040,402,60,61,0,0,0,0,1,4.121242934802957
1,16060,335,83,74,0,0,0,0,1,3.6792702542852
1,22260,422,-25,2,0,0,0,1,1,4.02680900965834
1,22270,53,-23,-3,1,0,0,0,1,3.7194690495410185
0,5280,294,-40,-1,0,0,0,0,1,2.3366682626080113
1,155540,363,74,79,0,0,0,0,1,3.689814401261213
0,25480,484,-20,-8,1,0,0,1,1,4.261086092293144
0,45630,155,49,52,0,0,0,0,1,1.8731175072352286
1,147570,259,-30,-31,3,2,0,1,1,3.220241513766929
0,9280,43,-57,-90,1,0,0,0,1,1.256291441709184
1,190960,1651,58,45,2,0,0,1,1,3.346725391758401
1,26860,458,244,153,0,0,0,1,1,1.0921228776810317
0,44180,203,-10,13,0,0,0,0,1,2.544594305007326
0,3090,18,5,-55,0,0,0,0,1,1.6035050035094152
0,32430,527,1,-18,0,0,0,1,1,3.0740189232701916
1,53380,108,-13,-8,3,2,0,0,1,1.8037619542263528
0,29320,526,125,101,1,0,0,1,1,3.0222331922777492
0,3860,53,-68,-77,0,0,0,0,1,0.7627160834256053
1,81410,441,-19,-56,3,2,0,1,1,2.946549373213493
1,56350,999,26,19,2,2,0,1,1,4.2809524145999625
1,15300,29,-19,-45,0,0,0,0,1,2.2446203176167074
1,20140,248,-43,-57,1,0,0,1,1,3.416102658647315
1,42390,356,-48,-7,3,1,0,1,1,4.317143339678996
1,15930,177,-57,-29,2,1,0,1,1,3.8502709665421158
1,25850,476,1,-6,0,0,0,1,1,4.566124110669989
1,8070,404,270,278,0,0,0,0,-1,-4.151181396494872
0,4160,189,-67,-24,0,0,0,0,1,1.741552918497053
0,105160,284,34,66,1,0,0,1,1,2.9789432980714103
0,682910,1486,-2,-18,2,0,0,1,1,2.0404078988106704
0,2870,22,-40,-45,0,0,0,0,1,1.7594779959059572
0,50090,699,-5,19,3,1,0,1,1,5.5608974376806195
0,3380,262,-68,-30,0,0,0,0,1,1.858351864359399
0,4720,186,-62,-26,0,0,0,0,1,1.8920980557845404
1,59060,264,65,85,1,0,1,0,1,4.29996013790478
0,8910,209,-22,-7,0,0,0,0,1,2.5983345090465733
1,8260,343,-39,2,0,0,1,1,1,3.553332035424507
0,63950,297,11,-6,0,0,0,1,1,3.0212487176279232
1,17050,476,-9,-5,0,0,0,1,1,4.385152344062977
1,46580,260,-56,-48,1,0,0,1,1,3.5580501691724287
0,21680,368,-24,-21,0,0,0,1,1,2.672472276705072
0,16030,236,-28,-36,2,1,0,1,1,4.427902010048225
0,2440,16,-27,-60,0,0,0,0,1,1.5731724953955677
0,45940,702,67,45,0,0,0,1,1,3.265172629718151
1,13330,443,29,26,0,0,0,0,1,4.498707368423872
0,64540,215,0,9,1,0,0,0,1,3.9065588053407687
0,1062280,1982,-27,-27,2,1,0,1,1,0.4593857626233486
0,2970,19,0,-52,0,0,0,0,1,1.72183241429709
0,6980,85,0,-49,0,0,0,0,1,2.0639474965885505
0,10050,342,-41,-39,0,0,0,1,1,2.1727971117876805
1,6790,238,-37,-2,0,0,0,0,1,3.18242922582332
0,40370,755,223,202,0,0,0,0,-1,-0.12835862389022168
0,26130,260,-15,-21,6,3,0,1,-1,-0.9133978475053475
1,1061760,1443,-3,0,1,0,0,1,-1,-0.7960464671118821
0,23210,264,12,-27,1,1,0,1,1,4.209015984211717
1,4030,127,-13,48,0,0,1,0,1,2.282544007184832
0,10040,216,7,-33,0,0,0,0,1,2.718473086452299
0,3720,43,75,8,0,0,0,0,1,1.4887746950586873
2,43730,832,10,35,0,0,2,1,1,0.08252686213993599
1,1127430,3031,58,90,1,1,0,1,-1,-5.268010528583501
0,1190,9,-45,-78,0,0,0,0,1,0.9080743297044478
1,5000,163,-50,-29,0,0,0,0,1,2.5940704063560602
1,92520,169,-73,-74,1,0,0,0,1,1.936425061538742
0,69440,266,41,30,0,0,0,0,1,2.831004013492951
0,3310,17,33,-58,0,0,0,0,1,1.0865793581076346
0,38170,784,-27,12,3,1,0,1,1,5.058825977849299
0,4490,177,-60,-49,0,0,0,0,1,1.8450088805917844
1,37810,238,26,23,6,5,0,1,-1,-9.158113393690385
0,4410,76,-23,53,0,0,0,0,1,0.2303355648045624
0,212260,729,-50,-28,2,1,0,1,1,5.301593113631444
1,698810,1279,-11,-14,3,0,0,1,1,9.839672635791885e-05
1,11400,50,14,0,0,0,1,0,1,2.943635520406872
0,19240,370,-43,-31,0,0,0,1,1,2.28314952255457
0,18840,434,126,158,1,0,0,0,1,0.7273174756889453
1,24150,364,176,90,1,0,0,0,1,3.173711184460778
0,27780,386,-15,-8,1,0,0,1,1,4.234907574699545
1,94110,314,-76,-58,0,0,0,0,1,1.800165588502015
1,2190,29,-69,-42,1,1,0,0,1,1.9249920985854203
1,24530,626,180,226,0,0,0,0,-1,-0.00036305793862823066
0,14140,200,-39,-50,0,0,0,1,1,1.828034413519518
0,54030,335,-3,13,6,3,0,1,-1,-0.055269305618296016
1,17600,543,-6,8,0,0,0,1,1,4.544093597408704
1,14970,409,39,69,0,0,0,0,1,3.705436200952878
1,25430,634,-11,-17,0,0,0,1,1,4.275704720092804
0,29150,259,0,18,1,1,0,1,1,4.067941898111837
0,12880,62,-35,12,0,0,0,0,1,1.4918861302356277
0,20380,338,-24,-22,1,1,0,1,1,4.292082223032825
1,9410,383,-37,2,0,0,1,1,1,3.7324745351550916
0,33310,541,40,18,0,0,0,1,1,3.292071397241088
1,3530,131,-71,-46,0,0,0,0,1,1.6719392918344802
1,32050,645,7,56,1,1,0,1,1,5.78007433294702
0,1980,18,-43,-55,0,0,0,0,1,1.5653369842003073
0,52780,350,-30,-16,1,1,0,1,1,4.42779173792966
0,23040,318,-39,-28,2,1,0,1,1,4.676936637360232
0,3580,84,-49,-50,0,0,0,0,1,1.79907870463526
0,27810,499,-17,-9,0,0,0,1,1,2.89076323832969
0,44190,696,201,129,1,0,0,1,1,1.9320210363167298
0,38800,38,17,-45,2,1,0,0,1,2.9232804568746076
0,46540,729,69,51,1,1,0,1,1,4.74136347529144
0,1330,54,-88,-76,0,0,0,0,1,0.289163689090266
1,200350,1668,43,24,0,0,0,1,1,1.517582121972712
1,36250,361,42,-28,0,0,0,1,1,3.8055849264062047
1,1860,33,-78,-30,1,0,0,0,1,2.069121900793533
0,912890,2001,25,37,0,0,0,1,1,8.502760391948527e-05
1,9590,222,-49,-64,1,1,0,1,1,2.8173915682712263
2,124850,1014,191,53,0,0,1,1,-1,-1.6177504848091964
0,19740,888,103,105,0,0,0,1,1,2.2282020341744477
2,37170,881,-8,39,0,0,2,1,-1,-0.4141647168597018
0,28140,443,-6,-14,0,0,0,1,1,3.006082267228347
0,10730,205,-5,-16,0,0,0,0,1,2.8046100711093516
1,11550,204,8,-16,1,1,0,0,1,4.562287754278287
1,12980,436,-13,16,0,0,1,1,1,4.504101410808833
1,715540,1471,-13,-4,2,2,0,1,1,0.000100986896196531
1,35910,636,8,19,0,0,0,1,1,4.911426134606231
1,7920,178,-53,-30,0,0,0,1,1,2.4027671796409393
1,12600,266,-60,-47,0,0,0,1,1,2.183268638421289
0,290,3,-67,-92,1,0,0,0,1,0.8293168536567812
1,52000,134,44,97,0,0,0,0,1,1.5868910536684062
0,39040,231,-26,-5,1,0,0,0,1,3.7850917392209666
1,39980,629,14,43,2,1,1,1,1,6.9285937996542835
0,5590,261,-40,-16,1,1,0,0,1,3.552468091266366
0,16480,44,-14,-20,0,0,0,0,1,2.2194999267339774
1,61770,1062,31,90,6,2,0,1,-1,-1.6444087046198739
0,21280,217,-1,-43,0,0,0,1,1,2.2615137563370773
0,788230,1484,-1,-1,0,0,0,1,-1,-2.318163654635441e-05
1,46640,1439,88,116,0,0,0,1,1,1.82708987501222
0,1345240,3510,-17,16,0,0,0,1,-1,-7.9821652377841
0,44980,597,45,19,0,0,0,1,1,3.382119246708278
1,44150,951,134,88,0,0,0,1,1,4.488766395407865
0,11330,246,-9,-2,0,0,0,0,1,2.79721520972781
1,68830,633,96,13,2,0,0,1,1,5.105180445950271
1,23800,540,82,65,0,0,1,1,1,5.396689482828059
0,72300,155,-14,-82,1,0,0,0,1,2.316938443024604
1,32660,290,31,-42,0,0,0,1,1,3.1967978055350343
1,10900,176,34,4,1,1,0,0,1,4.525873114386183
0,11190,27,4,-32,0,0,0,0,1,2.0912396376437243
0,23710,481,-25,-42,0,0,0,1,1,2.462742409383786
1,25460,412,-14,-2,0,0,0,1,1,4.2627086809968695
0,64290,495,34,31,3,1,0,1,1,5.247731151734996
0,27390,674,-17,30,0,0,0,1,1,2.2715280700455622
1,5690,100,-53,-59,0,0,0,0,1,1.7145760271520913
1,691310,1416,-14,-6,0,0,0,1,1,0.04659167836473799
1,4930,109,-59,-31,1,0,0,0,1,3.0744846637661425
0,2720,23,-34,-42,0,0,0,0,1,1.8566051199055202
0,39510,204,12,40,1,0,0,0,1,3.0965551712516906
1,23880,488,-4,-22,0,0,0,0,1,4.142503565117924
1,23040,482,201,103,0,0,0,0,1,2.5422786679226625
1,1496830,1645,21,15,3,2,0,1,-1,-8.462145643630162
0,64920,690,103,7,1,0,0,1,1,3.9058330993852444
1,27490,55,39,11,0,0,0,0,1,2.9891650273492445
0,42090,794,30,50,2,2,0,1,1,3.1673841029839878
0,13160,46,-71,-76,0,0,0,0,1,0.7423119744052862
0,3030,29,15,-28,0,0,0,0,1,2.0321162034643834
1,25710,365,-25,-33,1,0,0,1,1,4.863339872911595
0,3040,63,-43,26,0,0,0,0,1,0.7969158420054434
0,10140,176,12,-5,0,0,0,0,1,2.713432109101916
1,22990,395,-8,-12,0,0,0,1,1,4.236979781743219
0,50840,719,46,32,1,0,0,1,1,4.754898876360706
2,47250,961,517,305,1,1,2,0,-1,-15.569317809441685
1,45330,648,72,40,2,2,1,1,1,3.705052640681128
1,15930,171,-2,-21,0,0,0,1,1,3.3735436291865497
0,38560,741,237,166,1,0,0,1,1,0.37527134941678497
0,2520,83,-85,-75,0,0,0,0,1,0.48200576899481007
0,27450,512,16,0,1,1,0,1,1,5.04441985481046
1,53860,346,96,96,5,1,0,1,-1,-2.1810171242665284
0,18600,29,60,-42,0,0,0,0,1,1.0561333045436179
0,11720,178,-39,-47,1,1,0,1,1,3.1949423295537116
0,144520,407,-34,-27,1,0,0,0,1,4.166553240637864
1,52200,828,95,27,1,0,0,1,1,6.180478629777639
1,84880,807,233,82,1,1,0,1,1,1.4470479948151755
0,104340,1269,221,108,0,0,0,1,-1,-0.0003547146351898789
0,10970,342,17,9,1,1,0,0,1,4.218787683802017
0,4150,67,-95,-87,0,0,0,0,-1,-0.22105722584817045
0,4400,67,-64,-71,0,0,0,0,1,1.0589648929217645
0,42140,525,187,72,1,0,0,1,1,2.113857584671642
0,32580,494,150,89,3,3,0,1,-1,-3.7507050207092902
0,69070,505,-4,35,5,3,0,1,1,2.2097046116731818
0,26220,707,51,22,0,0,0,1,1,3.2105420630061623
1,17290,278,-30,-39,1,0,1,1,1,4.142297625177129
1,19300,509,60,69,0,0,1,1,1,5.13128130381347
1,30740,318,83,22,1,1,0,1,1,5.3170493201517495
0,41340,89,42,12,0,0,0,0,1,2.249534413096466
1,55310,644,107,-1,3,2,0,1,1,3.4277788047790487
0,3540,186,62,74,0,0,0,0,1,1.331776452637392
0,19890,236,-40,-55,1,0,0,1,1,3.042819020616072
0,41120,132,-21,-43,0,0,0,0,1,2.4604079883116547
1,121520,247,-25,-26,1,1,0,1,1,4.985783476616451
0,22890,283,104,23,0,0,0,1,1,2.0797957026751632
0,750,15,-73,-62,0,0,0,0,1,0.8888905478222142
1,24360,444,-20,-31,0,0,0,1,1,3.8160022424770297
0,24890,363,-26,-32,1,1,0,1,1,4.2440075175400445
0,329680,1268,-24,-26,1,0,0,1,1,2.82014128237687
0,1620,11,-30,-72,0,0,0,0,1,1.2029059385831076
0,380320,1545,-40,-24,4,1,0,1,1,1.5841144338434887
1,20060,57,87,12,0,0,0,0,1,2.302827392304547
1,541040,1295,-26,-19,4,3,1,1,-1,-3.2584442026222256
1,61140,306,22,-69,8,5,0,1,-1,-12.829986071591161
0,464220,1808,16,10,2,1,0,1,1,4.462457596254733
0,20760,324,41,6,1,1,0,1,1,4.431040228965774
0,12740,203,-33,-39,0,0,0,1,1,2.0744275429601764
0,64990,802,77,32,1,0,0,1,1,4.66011894966239
1,29380,381,18,-15,0,0,0,1,1,4.356134158043282
1,2480,145,-80,-40,0,0,0,0,1,1.4984431469477961
1,18400,46,-68,-60,0,0,0,0,1,1.1790346297914738
0,65800,259,-58,-49,1,0,0,0,1,3.2362193371697643
1,28130,304,15,-28,1,0,0,1,1,5.09635758161463
0,38530,952,21,81,0,0,0,1,1,1.3811482433159128
0,43290,663,36,26,0,0,0,1,1,3.3038428143825698
0,5640,193,-48,0,0,0,0,0,1,1.9158135410930548
1,61620,1211,176,104,0,0,0,1,1,2.9275263809685583
0,2150,13,-18,-68,0,0,0,0,1,1.3437246470020021
0,18130,463,-51,-24,0,0,0,1,1,2.1358174168155593
0,7330,102,5,-42,0,0,0,0,1,2.234352853153389
0,2700,14,-3,-65,0,0,0,0,1,1.3682907981577017
1,48110,433,92,-13,0,0,0,1,1,3.5140236995500693
0,10410,422,4,21,0,0,0,0,1,2.8693556725873393
0,144880,361,-46,-52,1,0,0,1,1,3.456547834058444
0,12200,580,105,310,0,0,1,0,-1,-8.407002436931212
1,66510,215,93,50,1,1,1,0,1,4.251807354921436
0,7120,227,-23,2,0,0,0,0,1,2.489978557754174
0,38450,343,26,85,1,0,0,0,1,1.9858393577830853
0,8460,223,-32,-11,0,0,0,0,1,2.522675548159995
1,943300,987,-23,-30,2,1,0,1,-1,-1.615779268202676
1,12260,413,31,32,1,1,0,0,1,5.431922008088026
0,4420,60,-2,28,0,0,0,0,1,1.5196028212286876
0,80100,867,150,35,2,1,0,1,1,3.305671126608569
1,107250,168,43,-8,0,0,0,1,1,3.6341830599842737
0,7870,141,-71,-67,1,1,0,1,1,1.8150405176459898
1,49930,1525,43,49,2,1,0,1,1,4.605339766338453
1,45530,736,37,37,0,0,0,1,1,5.2117982696853815
1,39700,805,-17,5,3,1,0,1,1,6.014917601040185
1,10070,243,-6,0,0,0,0,0,1,3.7677683208161277
0,481630,1678,-10,17,0,0,0,1,1,0.38290174658603604
0,1560,15,-48,-62,0,0,0,0,1,1.353364999550763
0,10040,300,7,-7,0,0,0,0,1,3.0398775751192773
1,34230,551,15,33,1,0,0,1,1,6.214479995355742
0,28910,307,115,20,0,0,0,1,1,1.9384457182143322
0,85240,140,-47,-51,1,1,0,1,1,3.084648128144739
0,47690,518,42,63,6,4,0,1,-1,-3.8971955324369834
0,15740,222,4,-27,1,0,0,1,1,3.770971250136533
1,2160800,4518,35,57,4,2,0,1,-1,-16.540224450262244
0,13640,210,123,33,0,0,0,0,1,1.5623511899271634
0,40350,645,24,5,0,0,0,1,1,3.2991033893096713
0,54830,694,46,68,5,3,0,1,1,1.2500726744051
1,62860,596,154,31,3,3,1,1,-1,-2.8460059789940075
0,430,3,-71,-92,0,0,0,0,1,0.0002874560047985142
0,1138340,2106,-20,-20,2,0,0,1,-1,-0.429862467726128
1,22900,481,-32,-8,0,0,0,1,1,3.9273854528739243
1,14180,348,-24,-44,0,0,0,1,1,3.1988723343851504
0,2440,104,-71,-61,0,0,0,0,1,1.2295046082612195
1,8690,251,-34,-23,0,0,1,1,1,3.220190239504987
0,372770,975,37,32,3,3,0,1,1,0.6135814198763825
0,31900,643,-28,-24,2,2,0,1,1,3.0089397193068415
0,3540,53,-71,-77,0,0,0,0,1,0.6991893734533079
1,273200,2387,89,71,2,1,0,1,-1,-0.6368941714689846
1,15050,52,-61,-38,0,0,0,0,1,1.8162544998827705
0,6150,25,97,-38,0,0,0,0,-1,-2.2317977585117887e-05
1,104410,631,54,50,3,2,0,1,1,5.390588673845436
0,218630,645,-11,14,1,0,0,0,1,4.2583703960259776
0,1018360,2263,-19,-12,0,0,0,1,-1,-1.2068061473927294
0,70740,154,-50,-36,0,0,0,1,1,1.848209018111806
0,13880,248,9,2,0,0,0,0,1,2.893866987367719
1,64380,844,94,57,4,3,0,1,1,0.9509155532183442
0,7220,218,-29,16,0,0,0,0,1,2.034594905741198
1,10980,327,-16,0,0,0,1,1,1,4.130248903651829
0,25580,120,-54,-53,1,0,0,0,1,2.804320343313652
1,49410,74,-33,-69,2,0,0,0,1,1.502465480969196
1,31800,769,295,313,0,0,1,1,-1,-5.975064520562308
0,9700,216,-22,-14,0,0,0,0,1,2.6824785818834087
1,175660,251,76,72,0,0,0,0,1,3.17836437407588
1,20840,52,-14,-3,0,0,0,0,1,2.847673622235469
1,9060,165,-67,-66,0,0,0,1,1,1.110677411793791
0,26210,512,-13,4,0,0,0,1,1,2.870979421909226
0,12150,118,-52,-36,1,0,0,0,1,2.969750907890841
1,93510,1375,86,120,3,2,1,1,1,0.16227236078176688
0,2052510,3635,55,46,1,1,0,1,-1,-11.908188142161272
1,59820,855,100,65,2,2,0,1,1,3.240537555927588
0,21060,106,-61,-82,0,0,0,1,1,0.3822957409589769
0,15040,458,50,32,1,1,0,0,1,4.131233448445386
0,26830,192,-77,-88,1,1,0,1,1,1.0477356851728956
0,8510,104,22,-38,0,0,0,0,1,2.1599118697788846
0,5780,163,-36,-25,0,0,0,0,1,2.383587457997006
0,12400,402,9,44,0,0,0,1,1,2.221620118284445
0,7320,177,-71,-65,0,0,0,1,1,0.8058760963229439
0,103380,2701,193,187,1,0,0,1,-1,-9.246402265093074
1,13550,326,8,30,0,0,0,0,1,3.9378072857135322
1,21000,523,-61,-44,1,0,1,1,1,3.55133021165269
0,82480,172,-34,-21,1,0,0,1,1,3.5453920224160846
1,12000,379,-5,64,0,0,1,1,1,3.459717708800266
0,72780,269,-48,-52,1,0,0,0,1,3.419005265622978
0,1150,6,-59,-85,0,0,0,0,1,0.48497148684304037
1,15710,308,101,70,0,0,0,1,1,3.77845090355925
1,48240,565,187,116,0,0,0,1,1,3.38451019340458
0,154470,263,-21,-24,3,1,0,1,1,4.474635697999862
1,36380,222,-32,-2,1,0,0,0,1,4.445684171602974
0,23920,359,-45,-57,1,0,0,1,1,3.12969825149154
0,5130,115,-55,-49,0,0,0,0,1,1.8052971464700853
0,30750,508,-4,-21,0,0,0,1,1,3.0058417846638577
0,8820,243,50,-5,0,0,0,1,1,2.443477987445071
1,12670,350,-55,-25,0,0,0,1,1,2.9028485199912346
1,17470,643,-9,23,1,1,0,1,1,6.055373699763454
0,9940,226,-49,-32,1,1,0,1,1,3.3580575294800745
0,10420,62,-85,-86,1,0,0,0,1,0.8919248622465972
0,2760,24,2,-40,0,0,0,0,1,1.9548993141710156
1,34660,516,23,-20,0,0,1,1,1,4.734864158567149
1,96600,383,87,70,0,0,0,0,1,4.130328312336815
1,5930,120,-65,-54,0,0,0,1,1,1.3774545293567328
0,20350,439,39,44,0,0,0,1,1,2.7522753717304553
1,25250,668,-50,-9,1,0,0,1,1,4.685463539481862
0,189840,1276,-50,-45,6,1,0,1,-1,-4.105742812537368
0,6130,129,-27,-50,0,0,0,0,1,2.182931663329164
1,20250,45,13,-10,0,0,0,0,1,2.942203649855248
2,71540,608,80,-1,2,0,2,1,-1,-1.3863220135387735
0,25510,60,-75,-60,0,0,0,0,1,1.101547628455922
0,2650,18,7,-55,0,0,0,0,1,1.5816047353303269
1,54860,989,233,115,0,0,1,1,1,2.2627370226553225
1,111950,997,-8,-13,4,3,0,1,1,1.7565221829957558
0,8030,224,31,42,0,0,0,0,1,2.1729966794194553
0,4310,29,15,-28,0,0,0,0,1,2.0381189471897905
0,9050,17,-79,-81,0,0,0,0,1,0.30205149685503585
0,2070,14,-23,-65,0,0,0,0,1,1.4405478231100908
0,67040,785,111,84,2,2,0,1,1,1.1733590776348528
1,13930,423,-26,-32,0,0,0,1,1,3.611979648183109
1,6340,18,10,-70,2,1,0,0,1,1.7111492123339005
0,95020,859,-20,-25,1,1,0,1,1,4.6257742171265015
0,48990,194,-27,-3,1,0,0,0,1,3.6517909004515303
0,1620,55,-85,-72,0,0,0,0,1,0.4842976000999819
0,2780,19,8,-52,0,0,0,0,1,1.6520461112245144
0,8620,239,-58,-31,0,0,0,1,1,1.7021315730187148
1,13320,153,-52,-68,1,0,0,1,1,2.4193783934883157
0,3110,23,6,-42,0,0,0,0,1,1.8947254096068527
0,28710,454,207,40,1,0,0,0,1,0.35259128139686524
0,1340,21,-42,-48,0,0,0,0,1,1.6907108768119983
0,17370,379,-42,-26,0,0,0,1,1,2.323704178273637
1,12520,321,37,3,0,0,0,0,1,4.170443725218984
0,53320,203,-31,-39,1,0,0,0,1,3.7051777175895566
1,39410,1146,12,9,1,0,0,1,1,5.013710720202301
0,10730,542,16,30,0,0,0,1,1,2.839959078588276
0,4810,142,-49,-56,0,0,0,0,1,1.864847543884565
0,25630,423,-24,-21,0,0,0,1,1,2.7398495308570006
0,40850,340,-16,18,2,2,0,1,1,2.760985855048272
0,3860,77,-38,12,0,0,0,0,1,1.4507879958980183
0,17730,134,97,-38,0,0,0,0,1,0.499919597061691
1,65790,822,107,64,1,0,0,1,1,6.319780801096751
0,82460,154,-17,-16,0,0,0,1,1,2.403863312090852
0,154830,1252,33,11,2,2,0,1,1,3.43389229673296
0,11190,245,10,31,0,0,0,0,1,2.353839654443391
1,68200,137,-5,-38,0,0,0,0,1,3.0966383734793794
1,14990,185,-49,-51,2,1,0,1,1,3.5469894611447863
1,132520,1174,-31,-39,1,1,0,1,1,3.755673997926568
1,34820,550,16,6,0,0,0,1,1,4.945851821664679
1,640820,1235,-25,-23,1,0,0,1,1,1.6180273834423033
0,13540,437,-20,-21,0,0,0,1,1,2.7299648338759006
1,722590,2125,-17,30,2,0,0,1,1,0.5061425879314676
0,9980,170,-54,-13,1,0,0,0,1,2.9683133663106958
0,7400,25,-12,-38,0,0,0,0,1,2.0379721844462395
1,20160,262,-40,-39,3,3,0,1,-1,-1.2466175240122084
0,7920,248,-23,-28,0,0,0,0,1,2.7461983584136718
2,24740,530,223,123,1,0,2,0,-1,-3.8783799552884997
